====================================================================================================================================
                                                               S L S                                                                
                                                            version: 3.3                                                            
                                                S I M U L A T I O N   R E S U L T S                                                 
====================================================================================================================================
 time         | c   f   f   f   f   f   f   f   f   f   f   f   f   f   f   f   f   f   r 
 in 1e-09 sec | l   2   4   8   1   3   6   1   2   5   1   2   4   8   1   3   6   1   e 
              | k               6   2   4   2   5   1   0   0   0   1   6   2   5   3   s 
     128400.0 | 0   0   0   1   1   1   1   1   0   0   1   0   0   0   0   0   0   0   0
     128500.0 | 1   0   0   1   1   1   1   1   0   0   1   0   0   0   0   0   0   0   0
     128501.1 | 1   1   0   1   1   1   1   1   0   0   1   0   0   0   0   0   0   0   0
     128600.0 | 0   1   0   1   1   1   1   1   0   0   1   0   0   0   0   0   0   0   0
     128700.0 | 1   1   0   1   1   1   1   1   0   0   1   0   0   0   0   0   0   0   0
     128701.4 | 1   0   0   1   1   1   1   1   0   0   1   0   0   0   0   0   0   0   0
     128702.4 | 1   0   1   1   1   1   1   1   0   0   1   0   0   0   0   0   0   0   0
     128800.0 | 0   0   1   1   1   1   1   1   0   0   1   0   0   0   0   0   0   0   0
     128900.0 | 1   0   1   1   1   1   1   1   0   0   1   0   0   0   0   0   0   0   0
     128901.1 | 1   1   1   1   1   1   1   1   0   0   1   0   0   0   0   0   0   0   0
     129000.0 | 0   1   1   1   1   1   1   1   0   0   1   0   0   0   0   0   0   0   0
     129100.0 | 1   1   1   1   1   1   1   1   0   0   1   0   0   0   0   0   0   0   0
     129101.4 | 1   0   1   1   1   1   1   1   0   0   1   0   0   0   0   0   0   0   0
     129102.7 | 1   0   0   1   1   1   1   1   0   0   1   0   0   0   0   0   0   0   0
     129104.0 | 1   0   0   0   1   1   1   1   0   0   1   0   0   0   0   0   0   0   0
     129105.3 | 1   0   0   0   0   1   1   1   0   0   1   0   0   0   0   0   0   0   0
     129106.6 | 1   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0   0   0   0
     129107.9 | 1   0   0   0   0   0   0   1   0   0   1   0   0   0   0   0   0   0   0
     129109.2 | 1   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0
     129110.2 | 1   0   0   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     129200.0 | 0   0   0   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     129300.0 | 1   0   0   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     129301.1 | 1   1   0   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     129400.0 | 0   1   0   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     129500.0 | 1   1   0   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     129501.4 | 1   0   0   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     129502.4 | 1   0   1   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     129600.0 | 0   0   1   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     129700.0 | 1   0   1   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     129701.1 | 1   1   1   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     129800.0 | 0   1   1   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     129900.0 | 1   1   1   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     129901.4 | 1   0   1   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     129902.7 | 1   0   0   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     129903.7 | 1   0   0   1   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     130000.0 | 0   0   0   1   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     130100.0 | 1   0   0   1   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     130101.1 | 1   1   0   1   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     130200.0 | 0   1   0   1   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     130300.0 | 1   1   0   1   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     130301.4 | 1   0   0   1   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     130302.4 | 1   0   1   1   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     130400.0 | 0   0   1   1   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     130500.0 | 1   0   1   1   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     130501.1 | 1   1   1   1   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     130600.0 | 0   1   1   1   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     130700.0 | 1   1   1   1   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     130701.4 | 1   0   1   1   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     130702.7 | 1   0   0   1   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     130704.0 | 1   0   0   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     130705.0 | 1   0   0   0   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     130800.0 | 0   0   0   0   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     130900.0 | 1   0   0   0   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     130901.1 | 1   1   0   0   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     131000.0 | 0   1   0   0   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     131100.0 | 1   1   0   0   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     131101.4 | 1   0   0   0   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     131102.4 | 1   0   1   0   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     131200.0 | 0   0   1   0   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     131300.0 | 1   0   1   0   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     131301.1 | 1   1   1   0   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     131400.0 | 0   1   1   0   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     131500.0 | 1   1   1   0   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     131501.4 | 1   0   1   0   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     131502.7 | 1   0   0   0   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     131503.7 | 1   0   0   1   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     131600.0 | 0   0   0   1   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     131700.0 | 1   0   0   1   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     131701.1 | 1   1   0   1   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     131800.0 | 0   1   0   1   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     131900.0 | 1   1   0   1   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     131901.4 | 1   0   0   1   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     131902.4 | 1   0   1   1   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     132000.0 | 0   0   1   1   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     132100.0 | 1   0   1   1   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     132101.1 | 1   1   1   1   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     132200.0 | 0   1   1   1   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     132300.0 | 1   1   1   1   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     132301.4 | 1   0   1   1   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     132302.7 | 1   0   0   1   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     132304.0 | 1   0   0   0   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     132305.3 | 1   0   0   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     132306.3 | 1   0   0   0   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     132400.0 | 0   0   0   0   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     132500.0 | 1   0   0   0   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     132501.1 | 1   1   0   0   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     132600.0 | 0   1   0   0   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     132700.0 | 1   1   0   0   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     132701.4 | 1   0   0   0   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     132702.4 | 1   0   1   0   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     132800.0 | 0   0   1   0   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     132900.0 | 1   0   1   0   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     132901.1 | 1   1   1   0   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     133000.0 | 0   1   1   0   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     133100.0 | 1   1   1   0   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     133101.4 | 1   0   1   0   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     133102.7 | 1   0   0   0   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     133103.7 | 1   0   0   1   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     133200.0 | 0   0   0   1   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     133300.0 | 1   0   0   1   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     133301.1 | 1   1   0   1   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     133400.0 | 0   1   0   1   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     133500.0 | 1   1   0   1   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     133501.4 | 1   0   0   1   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     133502.4 | 1   0   1   1   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     133600.0 | 0   0   1   1   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     133700.0 | 1   0   1   1   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     133701.1 | 1   1   1   1   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     133800.0 | 0   1   1   1   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     133900.0 | 1   1   1   1   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     133901.4 | 1   0   1   1   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     133902.7 | 1   0   0   1   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     133904.0 | 1   0   0   0   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     133905.0 | 1   0   0   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     134000.0 | 0   0   0   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     134100.0 | 1   0   0   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     134101.1 | 1   1   0   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     134200.0 | 0   1   0   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     134300.0 | 1   1   0   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     134301.4 | 1   0   0   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     134302.4 | 1   0   1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     134400.0 | 0   0   1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     134500.0 | 1   0   1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     134501.1 | 1   1   1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     134600.0 | 0   1   1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     134700.0 | 1   1   1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     134701.4 | 1   0   1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     134702.7 | 1   0   0   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     134703.7 | 1   0   0   1   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     134800.0 | 0   0   0   1   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     134900.0 | 1   0   0   1   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     134901.1 | 1   1   0   1   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     135000.0 | 0   1   0   1   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     135100.0 | 1   1   0   1   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     135101.4 | 1   0   0   1   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     135102.4 | 1   0   1   1   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     135200.0 | 0   0   1   1   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     135300.0 | 1   0   1   1   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     135301.1 | 1   1   1   1   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     135400.0 | 0   1   1   1   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     135500.0 | 1   1   1   1   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     135501.4 | 1   0   1   1   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     135502.7 | 1   0   0   1   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     135504.0 | 1   0   0   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     135505.3 | 1   0   0   0   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
     135506.6 | 1   0   0   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
     135507.6 | 1   0   0   0   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     135600.0 | 0   0   0   0   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     135700.0 | 1   0   0   0   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     135701.1 | 1   1   0   0   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     135800.0 | 0   1   0   0   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     135900.0 | 1   1   0   0   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     135901.4 | 1   0   0   0   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     135902.4 | 1   0   1   0   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     136000.0 | 0   0   1   0   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     136100.0 | 1   0   1   0   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     136101.1 | 1   1   1   0   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     136200.0 | 0   1   1   0   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     136300.0 | 1   1   1   0   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     136301.4 | 1   0   1   0   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     136302.7 | 1   0   0   0   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     136303.7 | 1   0   0   1   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     136400.0 | 0   0   0   1   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     136500.0 | 1   0   0   1   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     136501.1 | 1   1   0   1   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     136600.0 | 0   1   0   1   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     136700.0 | 1   1   0   1   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     136701.4 | 1   0   0   1   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     136702.4 | 1   0   1   1   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     136800.0 | 0   0   1   1   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     136900.0 | 1   0   1   1   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     136901.1 | 1   1   1   1   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     137000.0 | 0   1   1   1   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     137100.0 | 1   1   1   1   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     137101.4 | 1   0   1   1   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     137102.7 | 1   0   0   1   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     137104.0 | 1   0   0   0   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     137105.0 | 1   0   0   0   1   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     137200.0 | 0   0   0   0   1   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     137300.0 | 1   0   0   0   1   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     137301.1 | 1   1   0   0   1   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     137400.0 | 0   1   0   0   1   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     137500.0 | 1   1   0   0   1   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     137501.4 | 1   0   0   0   1   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     137502.4 | 1   0   1   0   1   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     137600.0 | 0   0   1   0   1   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     137700.0 | 1   0   1   0   1   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     137701.1 | 1   1   1   0   1   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     137800.0 | 0   1   1   0   1   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     137900.0 | 1   1   1   0   1   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     137901.4 | 1   0   1   0   1   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     137902.7 | 1   0   0   0   1   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     137903.7 | 1   0   0   1   1   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     138000.0 | 0   0   0   1   1   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     138100.0 | 1   0   0   1   1   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     138101.1 | 1   1   0   1   1   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     138200.0 | 0   1   0   1   1   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     138300.0 | 1   1   0   1   1   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     138301.4 | 1   0   0   1   1   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     138302.4 | 1   0   1   1   1   0   1   0   1   0   1   0   0   0   0   0   0   0   0
     138400.0 | 0   0   1   1   1   0   1   0   1   0   1   0   0   0   0   0   0   0   0
